000bd6b4d5f8d38c2366f1221994522c	1	143372	player	uade	Jochen Hippel ST	0	5008	HIP-Hippel-ST/Lethal_XS/Lethal_XS/lethal_xs_menu.sdc
000bd6b4d5f8d38c2366f1221994522c	2	2592	player
001565eab0c9c10c94564f56047549b2	0	75610	loop	uade	David Whittaker	0	114902	DW-DavidWhittaker/DW.Loopz/DW.Loopz
001565eab0c9c10c94564f56047549b2	1	15392	player
001565eab0c9c10c94564f56047549b2	10	123799	loop
001565eab0c9c10c94564f56047549b2	11	52628	loop
001565eab0c9c10c94564f56047549b2	12	99040	loop
001565eab0c9c10c94564f56047549b2	13	449580	loop
001565eab0c9c10c94564f56047549b2	14	111527	loop
001565eab0c9c10c94564f56047549b2	15	98838	loop
001565eab0c9c10c94564f56047549b2	16	77182	loop
001565eab0c9c10c94564f56047549b2	17	238631	loop
001565eab0c9c10c94564f56047549b2	18	125073	loop
001565eab0c9c10c94564f56047549b2	19	230198	loop
001565eab0c9c10c94564f56047549b2	2	1949	player
001565eab0c9c10c94564f56047549b2	20	222252	loop
001565eab0c9c10c94564f56047549b2	3	1627	player
001565eab0c9c10c94564f56047549b2	4	1346	player
001565eab0c9c10c94564f56047549b2	5	1708	player
001565eab0c9c10c94564f56047549b2	6	7937	player
001565eab0c9c10c94564f56047549b2	7	118065	loop
001565eab0c9c10c94564f56047549b2	8	90676	loop
001565eab0c9c10c94564f56047549b2	9	144257	loop
002491de96081e47cec98a665ce240a0	0	71776	player	uade	AHX v2	0	1843	AHX-AbyssHighestExperience/Mr.Tickle/Mr.Tickle/AHX.i_cant_name_songs
002bea8b060d9df0b1d5509a0197b6e8	0	21139	player	uade	AHX v2	0	2144	AHX-AbyssHighestExperience/JaZz{Jolly}/JaZz{Jolly}/AHX.Winning
0030e7c219150784427f2d8671f0c0af	1	29760	silence	uade	The YM2149 Player v1.52c	0	12028	YM-YM2149/SynthDream/SynthDream/Eternal/YM.BrainDrop
0032247254313f4137a1e16726b49721	0	30683	player	uade	SoundMon 2.0	0	10112	BP-SoundMon/Frantic_Freddie/Frantic_Freddie/BP.Frantic_Freddie_Song_11
004360c570075b464331e3c5dada55e8	0	252524	player	uade	TFMX	0	8912	TFMX/Demo_Songs/Demo_Songs/mdat.Titlesong
0048e8f006435e01cfe25451bfb0c603	0	46136	player	uade	AHX v2	0	1197	AHX-AbyssHighestExperience/Evrimsson/Evrimsson/AHX.-Slow Down-
00641f85111f2fd062b087ce0add4feb	1	385157	loop	uade	The YM2149 Player v1.52c	0	9168	YM-YM2149/TheMind/TheMind/YM.MalleusMallificorum
00855a22f3982b615f86a345a6385345	1	136168	loop	uade	Eliminator Custom v1.0	0	19764	CUST-Custom/Eliminator/Eliminator/CUST.Eliminator
00855a22f3982b615f86a345a6385345	2	86061	loop
00855a22f3982b615f86a345a6385345	3	5644	silence
00855a22f3982b615f86a345a6385345	4	5668	silence
00855a22f3982b615f86a345a6385345	5	8759	silence
0085771459b9d0524e63081e391abf64	0	47060	player	uade	TFMX Pro	0	5140	TFMX/Denny/Denny/mdat.Level4
0087f88d5fb564b50d46fb6dfbf71181	0	33391	loop	uade	Darius Zendeh Mod - type: >2<	0	12132	DZ-DariusZendeh/DZ.ThreatDuelCracktro/DZ.ThreatDuelCracktro
008f8aec4009477afb544f2a38b15f11	1	349850	loop	uade	The YM2149 Player v1.52c	0	4904	YM-YM2149/Hippel/Hippel/MCoder/YM.BeatNick
0090580cf6dbc8b24b20d38d7f1ba3c5	1	148516	player	uade	Jochen Hippel ST	0	1318	HIP-Hippel-ST/turrican_loader.soc/turrican_loader.soc
00c8a68f0cdfc6ea6221093b669e3067	0	144156	player	uade	SunTronic	0	13196	CUST-SUNTronic/SUNTronicTunes/kompo04-mix.src
00dbf6c66bb2b85019fc6c48d9ec7a98	0	184757	player+silence	uade	AHX v2	0	1871	AHX-AbyssHighestExperience/Granny/Granny/AHX.Garfield
0101f529c81bfee1edc4890d7ce1b02e	1	491566	player	uade	Jochen Hippel ST	0	23372	HIP-Hippel-ST/storm6.sog/storm6.sog
0101f529c81bfee1edc4890d7ce1b02e	2	491566	player
0101f529c81bfee1edc4890d7ce1b02e	3	5787	player
0101f529c81bfee1edc4890d7ce1b02e	4	464679	player
0101f529c81bfee1edc4890d7ce1b02e	5	15392	player
01245dbb7740900e098b9f42fc8a55b7	0	107600	loop	uade	SoundMon 2.2	0	19156	BP-SoundMon/BP3.Jeah_2/BP3.Jeah_2
014bc3e7133f2d48f4b9957b3ae427fa	1	257477	loop	uade	The YM2149 Player v1.52c	0	1804	YM-YM2149/Hippel/Hippel/AmberStar/YM.AmberStar7
0152d1d3fbf7a405e5dba143b66b03b2	0	99848	player	uade	SIDMon 2.0	0	7758	SID2-SidMon-2/SID2.Paradise/SID2.Paradise
01666571ff845621c31bc52176811960	1	203152	loop	uade	The YM2149 Player v1.52c	0	2612	YM-YM2149/Scharvona/Scharvona/YM.Armalyte_Lv4
01728ba98f0149b166f9ea2ac2f7d42c	1	499652	loop	uade	The YM2149 Player v1.52c	0	1768	YM-YM2149/Simmonds/Simmonds/YM.ShadowDancer_6
0178a7d9476e8cdc5f4a560aea33fb2b	1	164057	loop	uade	The YM2149 Player v1.52c	0	8196	YM-YM2149/Tao/Tao/YM.StateOfConfusion
01a63872303ab8678e53da907d793825	0	96291	player	uade	AHX v2	0	3876	AHX-AbyssHighestExperience/Jeano/Jeano/AHX.Only Me Who Dares
01b23ceb5dafb5e80fafb7d020fc4df3	0	218927	player	uade	ArtOfNoise (4ch)	0	51296	AON-ArtOfNoise/Twice/Twice/AON.phantasm
01f9f44db2da7f29692a32f344a229cb	1	135150	loop	uade	The YM2149 Player v1.52c	0	7220	YM-YM2149/Lap/Lap/YM.Lap13
0218cdd648d782df07d64c2c717ba8e4	1	742791	loop	uade	The YM2149 Player v1.52c	0	59836	YM-YM2149/Scavenger/Scavenger/YM.PeriodIn3D_1
0229c88e02c2cef2eb817ee9e91138bb	0	172690	player	uade	SoundFX	0	66280	SFX-SoundFX/SFX.Sweety/SFX.Sweety
022b2ae71a6fe902a43af843582f7f35	1	43484	loop	uade	The YM2149 Player v1.52c	0	8152	YM-YM2149/Whittaker/Whittaker/YM.GoldAztecs_Level4
022c3e61ffa4ad63b58bc17ba5d94c69	0	53965	loop	uade	AHX v2	0	2951	AHX-AbyssHighestExperience/Hooligan/Hooligan/AHX.Blue Monday
022d31d1d3f51496286358863e490aa2	0	146748	player	uade	ArtOfNoise (8ch)	0	454352	AON-ArtOfNoise/Twice-Unfinished/Twice-Unfinished/AON8.newidea26apr96b_23
022f54c6bdf03c7bf88b4862f9c7c280	0	156752	silence	uade	Infogrames	0	6625	RH-RobHubbard-2/Charmonix_Challange/Charmonix_Challange/Chamonix.dum
022f94417944d70c5b1e51453d8ef4eb	1	369521	loop	uade	The YM2149 Player v1.52c	0	17796	YM-YM2149/Jeworowski/Jeworowski/YM.Sarakon
022f94417944d70c5b1e51453d8ef4eb	2	69703	loop
022f94417944d70c5b1e51453d8ef4eb	3	155339	loop
02322fdb9502314406bdd1d5ce851ac8	1	3600000	timeout	uade	The YM2149 Player v1.52c	0	4704	YM-YM2149/Tao/Tao/YM.CallMe_Sid
0235bb899a1d756b01713519c5babe9c	1	62458	loop	uade	The YM2149 Player v1.52c	0	6344	YM-YM2149/Scavenger/Scavenger/YM.CrapMan4
0236e499715b7fd446171eb30a9d88c3	0	9058	silence	uade	AHX v2	0	866	AHX-AbyssHighestExperience/JaZz{Jolly}/JaZz{Jolly}/AHX.Zoem
0236e499715b7fd446171eb30a9d88c3	1	9058	silence
023f58aa73d2ee032b9970d89e8cb505	0	1314024	player	uade	AHX v2	0	402	AHX-AbyssHighestExperience/Pink/Pink/AHX.hOLLA 2
02504da9dc9e04249000f51be3a03cca	0	313847	player+silence	uade	Oktalyzer	0	722452	OKT-Oktalyzer/OKT.Orbit/OKT.Orbit
0252657e9e976d147f1d44e40233e5ba	0	47021	player+silence	uade	AHX v2	0	3375	AHX-AbyssHighestExperience/Jerry/Jerry/AHX.7-Sisters
0278c4b415fcc846d626a51bafa0b548	0	0	nosound	uade	Richard Joseph Player	0	9754	VectorDean/Chaos_Engine/Chaos_Engine/Chaos_Engine-World_1.sng
0278c4b415fcc846d626a51bafa0b548	1	2069	player
0278c4b415fcc846d626a51bafa0b548	10	38420	player
0278c4b415fcc846d626a51bafa0b548	11	38420	player
0278c4b415fcc846d626a51bafa0b548	12	32010	player
0278c4b415fcc846d626a51bafa0b548	13	131235	player
0278c4b415fcc846d626a51bafa0b548	14	131235	player
0278c4b415fcc846d626a51bafa0b548	15	131235	player
0278c4b415fcc846d626a51bafa0b548	16	131235	player
0278c4b415fcc846d626a51bafa0b548	17	32030	player
0278c4b415fcc846d626a51bafa0b548	18	131235	player
0278c4b415fcc846d626a51bafa0b548	19	11071	player
0278c4b415fcc846d626a51bafa0b548	2	2531	player
0278c4b415fcc846d626a51bafa0b548	20	38420	player
0278c4b415fcc846d626a51bafa0b548	21	64020	player
0278c4b415fcc846d626a51bafa0b548	22	32030	player
0278c4b415fcc846d626a51bafa0b548	23	12820	player
0278c4b415fcc846d626a51bafa0b548	24	51220	player
0278c4b415fcc846d626a51bafa0b548	25	38420	player
0278c4b415fcc846d626a51bafa0b548	26	64020	player
0278c4b415fcc846d626a51bafa0b548	27	12820	player
0278c4b415fcc846d626a51bafa0b548	28	12820	player
0278c4b415fcc846d626a51bafa0b548	29	9625	player
0278c4b415fcc846d626a51bafa0b548	3	2531	player
0278c4b415fcc846d626a51bafa0b548	30	38420	player
0278c4b415fcc846d626a51bafa0b548	31	38420	player
0278c4b415fcc846d626a51bafa0b548	32	38420	player
0278c4b415fcc846d626a51bafa0b548	33	9625	player
0278c4b415fcc846d626a51bafa0b548	34	12820	player
0278c4b415fcc846d626a51bafa0b548	35	9625	player
0278c4b415fcc846d626a51bafa0b548	36	38420	player
0278c4b415fcc846d626a51bafa0b548	37	9625	player
0278c4b415fcc846d626a51bafa0b548	4	38420	player
0278c4b415fcc846d626a51bafa0b548	5	38420	player
0278c4b415fcc846d626a51bafa0b548	6	38420	player
0278c4b415fcc846d626a51bafa0b548	7	64020	player
0278c4b415fcc846d626a51bafa0b548	8	6410	player
0278c4b415fcc846d626a51bafa0b548	9	38420	player
02817161984c026e12153040be8811a8	0	76820	player	uade	Sonic Arranger	0	18274	SA-SonicArranger/SA.ShadowOfTheMoon/SA.ShadowOfTheMoon
02837a9972263223b9aa01a19fb9d367	0	102400	player	uade	Mugician	0	22144	DMU-DigitalMugician/DMU.FiltOFiel/DMU.FiltOFiel
028bff18be4bb4071c23fff08a437172	1	25620	player	uade	Dave Lowe	0	89536	DL-DaveLowe-WT/DL.Power_Drift/DL.Power_Drift
028bff18be4bb4071c23fff08a437172	2	25620	player
028bff18be4bb4071c23fff08a437172	3	215068	player
028bff18be4bb4071c23fff08a437172	4	247059	player
028bff18be4bb4071c23fff08a437172	5	107223	player
028bff18be4bb4071c23fff08a437172	6	99848	player
028bff18be4bb4071c23fff08a437172	7	244507	player
029d3bef1ab4efe8db06fe98305d0711	0	134631	player	uade	Sonic Arranger	0	16816	SONIC-SonicArranger/SONIC.OwnerOfALonelySword/SONIC.OwnerOfALonelySword
02abc49a437e8cba22b26818884f8f53	0	20327	silence	uade	POKEYNoise V0.25alpha	0	1978	PN-PokeyNoise/PN.Schreckenstein/PN.Schreckenstein
02ac5259662d781c6126d42b3a2d4a3d	1	3600000	timeout	uade	The YM2149 Player v1.52c	0	1376	YM-YM2149/Simmonds/Simmonds/YM.SpaceGun_Intro
02b97425bd325511ad49ec2082d66086	0	78106	player	uade	Sonic Arranger	0	5932	SA-SonicArranger/NucleoGenesis/NucleoGenesis/SA.Nucleogenesis-3
02cd0d518ab7466e26d7060d528f2dd2	0	393666	player	uade	FutureComposer 1.4	0	28314	FC14-FutureComposer/FC14.JumpStringClassic/FC14.JumpStringClassic
02fb77325fa3f0b7b82e23bd886effe6	1	178141	loop	uade	The YM2149 Player v1.52c	0	8792	YM-YM2149/Huelsbeck/Huelsbeck/YM.Patrician_1
0309ec56431776c3fdac0221f02f4dc7	1	95948	loop	uade	The YM2149 Player v1.52c	0	8808	YM-YM2149/Williams/Williams/YM.ShadowOfTheBeastII
0309ec56431776c3fdac0221f02f4dc7	2	3600000	timeout
0309ec56431776c3fdac0221f02f4dc7	3	74662	loop
0309ec56431776c3fdac0221f02f4dc7	4	49373	loop
0309ec56431776c3fdac0221f02f4dc7	5	42173	loop
0309ec56431776c3fdac0221f02f4dc7	6	147903	loop
0309ec56431776c3fdac0221f02f4dc7	7	81569	loop
0309fff080123307d90ad1ab0dfdc7c8	0	69816	silence	uade	AHX v2	0	4138	AHX-AbyssHighestExperience/JaZz{Jolly}/JaZz{Jolly}/AHX.Matt Gray Music Show
